ID,RA,DEC,Field,B,A,FLUX_RADIUS_50,THETA,FWHM,r_auto
DR4_3_STRIPE82-0006_0004640,3.311344888137206,0.18099696972414947,STRIPE82-0006,0.00040617978,0.0004444227,1.610077,49.01438,0.0003642296,14.793703
DR4_3_STRIPE82-0006_0004671,2.2757069935783214,0.1828804862151377,STRIPE82-0006,0.0003384582,0.00035513885,1.6400722,44.809006,0.0003888611,15.844871
DR4_3_STRIPE82-0006_0004678,3.1188951354265964,0.18772323850266803,STRIPE82-0006,0.00031043444,0.00032949547,1.496548,19.427132,0.0003371602,16.33584
DR4_3_STRIPE82-0006_0004715,3.4327715552307576,0.18923068515804467,STRIPE82-0006,0.0003041382,0.00032264288,1.5330119,35.326527,0.00034889177,16.33263
DR4_3_STRIPE82-0006_0004722,3.038398366618647,0.1796852388933078,STRIPE82-0006,0.00043226598,0.00045409138,1.5613451,29.213741,0.00034973235,14.107368
DR4_3_STRIPE82-0006_0004779,2.08827290198413,0.18925000371127879,STRIPE82-0006,0.0003860523,0.00041789917,1.7483802,-7.2161508,0.00041598757,15.127975
DR4_3_STRIPE82-0006_0004810,2.315228888631445,0.1923009520092716,STRIPE82-0006,0.00031686324,0.00037302173,1.6607903,38.22344,0.0003924296,16.710306
DR4_3_STRIPE82-0006_0004822,3.042523119091705,0.19206358784577912,STRIPE82-0006,0.00036453462,0.00038406282,1.5148166,14.198353,0.00034472372,15.4439
DR4_3_STRIPE82-0006_0004834,2.5273228090268676,0.14654377114744443,STRIPE82-0006,0.00074194255,0.0007915424,1.9705658,42.601917,0.0004725751,11.230464
DR4_3_STRIPE82-0006_0004848,2.9564358558036883,0.1849816618805047,STRIPE82-0006,0.00044642892,0.00046105278,1.5697707,58.00498,0.00034916724,13.912542
DR4_3_STRIPE82-0006_0004886,2.9066819073734877,0.19082561564067388,STRIPE82-0006,0.00040447354,0.00042811112,1.5238234,9.250285,0.00035672108,14.095062
DR4_3_STRIPE82-0006_0004893,2.3107445176078327,0.19156413597660474,STRIPE82-0006,0.00040293965,0.0004260764,1.6749607,29.776735,0.0003934937,14.505208
DR4_3_STRIPE82-0006_0004933,2.515620956354715,0.1974109987924344,STRIPE82-0006,0.00035209503,0.00038351072,1.5986224,28.78948,0.00037787447,16.650108
DR4_3_STRIPE82-0006_0004939,2.1993226872438036,0.18594053191198098,STRIPE82-0006,0.00047905682,0.0005199288,1.7537943,0.82574487,0.0004234052,12.894858
DR4_3_STRIPE82-0006_0004967,2.511847922458622,0.1969141944706792,STRIPE82-0006,0.00034675776,0.0003748139,1.5721489,-50.376465,0.0003640358,16.339815
DR4_3_STRIPE82-0006_0004994,3.402469001250578,0.20224022147796383,STRIPE82-0006,0.00031512434,0.0003202819,1.5214899,32.328915,0.00033216193,16.84391
DR4_3_STRIPE82-0006_0005003,2.1849715850954796,0.19825060683514442,STRIPE82-0006,0.00040118673,0.0004248345,1.7040136,22.787699,0.00040377263,14.943255
DR4_3_STRIPE82-0006_0005053,3.0157549479912324,0.2014585945846743,STRIPE82-0006,0.00038943838,0.00039778042,1.5107164,3.9375958,0.00033811075,15.297073
DR4_3_STRIPE82-0006_0005060,2.102862247445745,0.18597558291258234,STRIPE82-0006,0.0004896044,0.0005234657,1.7744387,-1.4949796,0.00043682114,12.630132
DR4_3_STRIPE82-0006_0005069,2.6730975836804274,0.20122878699214639,STRIPE82-0006,0.00038176868,0.000388252,1.5531366,44.97117,0.00035659093,15.049267
DR4_3_STRIPE82-0006_0005093,3.066488710539991,0.2058293521693758,STRIPE82-0006,0.00030938236,0.00034013292,1.4544808,-67.829185,0.00033107176,16.728586
DR4_3_STRIPE82-0006_0005169,2.520917453025338,0.20746670687373123,STRIPE82-0006,0.00033810927,0.00035781058,1.5684981,46.273655,0.00036647575,15.82949
DR4_3_STRIPE82-0006_0005213,2.3843868057262183,0.21286043915196048,STRIPE82-0006,0.00029739985,0.00032320278,1.5703888,15.044923,0.00038197523,16.724346
DR4_3_STRIPE82-0006_0005228,2.529381307740057,0.21352428847742988,STRIPE82-0006,0.0002990888,0.00032189518,1.5588688,70.70474,0.00036380652,16.551243
DR4_3_STRIPE82-0006_0005255,3.3091417069267846,0.20709040883344979,STRIPE82-0006,0.00040390983,0.0004215844,1.5222293,42.25127,0.00034257575,14.34794
DR4_3_STRIPE82-0006_0005332,2.097674192571316,0.21563621190812193,STRIPE82-0006,0.00032442494,0.00034300043,1.6753856,21.939842,0.0004069644,16.522186
DR4_3_STRIPE82-0006_0005392,3.130849642797329,0.2140965903711147,STRIPE82-0006,0.00038390912,0.00040228042,1.5140711,9.580049,0.00034047963,14.499157
DR4_3_STRIPE82-0006_0005398,2.960952936305906,0.21657749975724327,STRIPE82-0006,0.00036071482,0.0003854459,1.5077837,-8.420901,0.0003490427,15.570544
DR4_3_STRIPE82-0006_0005412,2.7222863574950904,0.2142983928467891,STRIPE82-0006,0.00039950252,0.00041912228,1.5086824,27.931482,0.00034490397,14.518134
DR4_3_STRIPE82-0006_0005443,3.3505860767319438,0.19055111907650055,STRIPE82-0006,0.0006317715,0.00065790664,1.8451728,18.648384,0.0004430206,11.796064
DR4_3_STRIPE82-0006_0005448,3.244365845500638,0.21889473213832897,STRIPE82-0006,0.00036564164,0.0003670469,1.5657433,-66.34971,0.00034102675,15.51619
DR4_3_STRIPE82-0006_0005469,3.0380464324393115,0.21398987094595998,STRIPE82-0006,0.00044871814,0.00048797054,1.5663685,19.63192,0.0003541597,13.601043
DR4_3_STRIPE82-0006_0005473,3.225568080062646,0.22308125289317093,STRIPE82-0006,0.000315218,0.0003215758,1.5124066,-20.933298,0.00034000288,16.449144
DR4_3_STRIPE82-0006_0005505,3.2408551393674583,0.22394546742465665,STRIPE82-0006,0.00032541118,0.000334757,1.5466311,6.7909975,0.0003291714,16.582956
DR4_3_STRIPE82-0006_0005546,2.2388881247548964,0.22661886559080258,STRIPE82-0006,0.00032292146,0.00034630808,1.6646717,-42.717403,0.00040740904,16.240732
DR4_3_STRIPE82-0006_0005620,2.8634651066776615,0.2271931964426827,STRIPE82-0006,0.00036590383,0.00037567044,1.5141366,48.34096,0.00034866665,15.176412
DR4_3_STRIPE82-0006_0005654,3.4691527852685824,0.22754113196912912,STRIPE82-0006,0.00036666275,0.00038562855,1.4894943,-84.2417,0.00033771503,15.609696
DR4_3_STRIPE82-0006_0005660,2.547711789194811,0.22674705150428356,STRIPE82-0006,0.00038758313,0.00040068894,1.5980486,-21.242682,0.000371662,14.897252
DR4_3_STRIPE82-0006_0005711,3.2334977333723174,0.23223006011554337,STRIPE82-0006,0.00033129464,0.00035021926,1.5093879,20.188393,0.00033714058,16.271446
DR4_3_STRIPE82-0006_0005723,2.4704605086304046,0.23497166622419635,STRIPE82-0006,0.0003038451,0.00033367457,1.6183814,22.823309,0.00037217516,16.641943
DR4_3_STRIPE82-0006_0005925,2.983401627770396,0.22495775537828008,STRIPE82-0006,0.000453264,0.000487122,1.5915906,22.334976,0.00036819096,13.278531
DR4_3_STRIPE82-0006_0005990,2.068431202103661,0.23931939825377888,STRIPE82-0006,0.00039795498,0.0004089812,1.7208121,2.64837,0.0004259218,14.847695
DR4_3_STRIPE82-0006_0005991,2.803773290446403,0.23821194398197396,STRIPE82-0006,0.00038598242,0.00039995223,1.5168144,40.409737,0.0003492066,14.724334
DR4_3_STRIPE82-0006_0006011,2.921007166970887,0.24200351134118964,STRIPE82-0006,0.00034810614,0.00036532932,1.5282717,9.836175,0.0003421338,15.502792
DR4_3_STRIPE82-0006_0006012,2.272110236004303,0.24440450271563757,STRIPE82-0006,0.00031987904,0.00032799947,1.67849,13.155786,0.00038295047,16.308752
DR4_3_STRIPE82-0006_0006106,3.353195279973615,0.24878859221799207,STRIPE82-0006,0.00030088008,0.00030882956,1.4967986,40.08215,0.00033315545,16.5072
DR4_3_STRIPE82-0006_0006228,2.6540493962587717,0.24672138721524492,STRIPE82-0006,0.00040650216,0.0004153329,1.5863757,9.916957,0.0003563304,14.806881
DR4_3_STRIPE82-0006_0006232,3.369310098272644,0.25106939089798497,STRIPE82-0006,0.00035154543,0.0003665619,1.476636,45.813793,0.00032827756,15.87722
DR4_3_STRIPE82-0006_0006302,2.3450036136917913,0.25442098354028414,STRIPE82-0006,0.0003343692,0.00034394013,1.6087413,48.95683,0.0003858042,16.332964
DR4_3_STRIPE82-0006_0006332,3.281676927411697,0.24935983117211966,STRIPE82-0006,0.00039467972,0.00040939223,1.5062352,53.665356,0.00034308262,15.138427
